consent,focus_duration_single_task,main_distractions_multi,tired_even_without_hard_work,frustration_cant_stay_focused,busy_all_day_accomplish_little,behaviour_alignment,values_alignment_focus_effect,distraction_strategies_multi,focus_improvement_change_open,lose_focus_feeling_one_word,age_group,gender,work_status,country,values_top3_confidence,values_top3_open_1,values_top3_open_2,values_top3_open_3
yes,11_20_minutes,background_noise_environment;colleagues_family_friends;other,rarely,sometimes,often,somewhat_aligned,much_more_focused_energized,working_in_quiet_spaces,Be able to ignore external noise.,Frustrated.,age_55_plus,woman,self_employed,uk,yes_definitely,honesty,,honesty
yes,11_20_minutes,multitasking_switching_tasks;smartphone_notifications,rarely,sometimes,sometimes,somewhat_aligned,somewhat_more_focused,none_of_the_above,Probably my attention span,Resigned,age_35_44,woman,employed_full_time,uk,not_at_all,integrity,honesty,kindness_compassion
yes,more_than_30_minutes,smartphone_notifications,rarely,rarely,rarely,somewhat_aligned,much_more_focused_energized,taking_breaks_exercise,move my phone but that would cause more anxiety in case i missed aomething important (e.g child's school),frustrated,age_45_54,woman,employed_part_time,uk,somewhat,honesty,kindness_compassion,loyalty
yes,11_20_minutes,email_messaging_apps;multitasking_switching_tasks;smartphone_notifications,often,often,sometimes,somewhat_misaligned,no_difference,taking_breaks_exercise;working_in_quiet_spaces,Stronger resistance to idly checking my phone/personal browser every 15 mins in work,Aching,age_25_34,man,employed_full_time,uk,not_really,,,
yes,more_than_30_minutes,background_noise_environment;internal_thoughts_worries,sometimes,often,rarely,neutral,much_more_focused_energized,taking_breaks_exercise;working_in_quiet_spaces,Allow myself to have fleeting thoughts without getting distracted by pursuing them,Unmoored,age_25_34,man,unemployed,uk,somewhat,honesty,kindness_compassion,
yes,11_20_minutes,email_messaging_apps;internal_thoughts_worries;multitasking_switching_tasks,almost_always,almost_always,often,somewhat_aligned,somewhat_more_focused,working_in_quiet_spaces,The internal worries and thoughts are the hardest.  If I could figure a way around those it would be great.,arghhhh!,age_45_54,woman,employed_full_time,uk,somewhat,honesty,kindness_compassion,
yes,more_than_30_minutes,background_noise_environment;smartphone_notifications;social_media_scrolling,sometimes,often,sometimes,neutral,neutral,taking_breaks_exercise;working_in_quiet_spaces,deadlines,,age_25_34,man,employed_full_time,uk,somewhat,family,,
yes,5_10_minutes,colleagues_family_friends;internal_thoughts_worries;social_media_scrolling,often,almost_always,almost_always,somewhat_misaligned,somewhat_more_focused,scheduling_focus_time_timers;taking_breaks_exercise;working_in_quiet_spaces,Making sure I don't procrastinate whenever I have important tasks to do,immature,age_25_34,man,employed_full_time,uk,yes_definitely,hard_work_diligence,,
yes,more_than_30_minutes,smartphone_notifications,never,never,never,somewhat_aligned,no_difference,taking_breaks_exercise,Unsure,Frustrated,age_45_54,woman,other,uk,somewhat,honesty,,
yes,less_than_5_minutes,internal_thoughts_worries;multitasking_switching_tasks;social_media_scrolling,sometimes,almost_always,sometimes,somewhat_misaligned,somewhat_more_focused,scheduling_focus_time_timers;taking_breaks_exercise;working_in_quiet_spaces,Knowing that I will achieve what I set out to do,incapable,age_55_plus,woman,employed_full_time,uk,somewhat,,hard_work_diligence,
yes,5_10_minutes,background_noise_environment;email_messaging_apps;multitasking_switching_tasks,often,often,often,very_strongly_aligned,somewhat_more_focused,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,Ability to block access to phone for periods of time,Frustrated,age_45_54,woman,employed_full_time,uk,somewhat,kindness_compassion,,
yes,21_30_minutes,internal_thoughts_worries;multitasking_switching_tasks;social_media_scrolling,sometimes,rarely,rarely,somewhat_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;scheduling_focus_time_timers,Just becoming more aware or willing to focus on the task I'm doing and avoiding distractions,Undisciplined,age_25_34,woman,employed_full_time,uk,somewhat,,,
yes,11_20_minutes,background_noise_environment;email_messaging_apps;multitasking_switching_tasks,rarely,rarely,rarely,somewhat_aligned,neutral,aligning_tasks_with_priorities_values;silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,Focus on important thoughts,Distracted,age_35_44,woman,employed_full_time,uk,not_really,,,
yes,5_10_minutes,background_noise_environment;colleagues_family_friends;smartphone_notifications,almost_always,almost_always,almost_always,very_strongly_aligned,somewhat_more_focused,silencing_notifications;taking_breaks_exercise,"to have more concentration, my concentration is very poor and is getting worse with age",frustrated,age_35_44,woman,other,uk,somewhat,loyalty,,kindness_compassion
yes,more_than_30_minutes,colleagues_family_friends;email_messaging_apps;smartphone_notifications,rarely,sometimes,sometimes,somewhat_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;taking_breaks_exercise;working_in_quiet_spaces,Nothing other than well-aligned tasks,distracted,age_55_plus,man,other,uk,yes_definitely,honesty,,kindness_compassion
yes,more_than_30_minutes,background_noise_environment;colleagues_family_friends;multitasking_switching_tasks,sometimes,often,almost_always,neutral,somewhat_more_focused,scheduling_focus_time_timers;taking_breaks_exercise;using_apps_block_distractions,"I would improve the place in which I am working, in order to avoid noisy distractions (neighbours, etc).",Frustrated.,age_35_44,woman,unemployed,uk,somewhat,kindness_compassion,honesty,kindness_compassion
yes,21_30_minutes,colleagues_family_friends,rarely,rarely,rarely,very_strongly_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;taking_breaks_exercise,"hard to say, as I am usually pretty focussed.",annoyed,age_55_plus,man,self_employed,uk,somewhat,hard_work_diligence,integrity,hard_work_diligence
yes,more_than_30_minutes,internal_thoughts_worries;multitasking_switching_tasks,rarely,sometimes,never,very_strongly_aligned,somewhat_more_focused,taking_breaks_exercise;working_in_quiet_spaces,More relaxing environment,Incompetent,age_25_34,man,unemployed,uk,somewhat,,,honesty
yes,more_than_30_minutes,email_messaging_apps;multitasking_switching_tasks;social_media_scrolling,sometimes,sometimes,rarely,somewhat_aligned,much_more_focused_energized,silencing_notifications;taking_breaks_exercise,Create better value in my tasks so they feel more valuable,Frustrated,age_35_44,woman,employed_part_time,uk,somewhat,honesty,trust,
yes,more_than_30_minutes,smartphone_notifications,rarely,sometimes,rarely,somewhat_aligned,somewhat_more_focused,scheduling_focus_time_timers;silencing_notifications,Nothing,Annoyed,age_35_44,woman,unemployed,uk,somewhat,,kindness_compassion,
yes,21_30_minutes,background_noise_environment;colleagues_family_friends;smartphone_notifications,sometimes,sometimes,rarely,somewhat_aligned,somewhat_more_focused,taking_breaks_exercise;working_in_quiet_spaces,not to dwell on things too much and keep a clear mind,frustration,age_35_44,man,employed_full_time,uk,somewhat,,,honesty
yes,11_20_minutes,background_noise_environment;colleagues_family_friends;smartphone_notifications,sometimes,rarely,rarely,very_strongly_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;scheduling_focus_time_timers;silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,Less scrolling on social media so I stop destroying my attention span,Irritated,age_25_34,woman,unemployed,uk,somewhat,,kindness_compassion,
yes,11_20_minutes,email_messaging_apps;internal_thoughts_worries;social_media_scrolling,often,sometimes,often,somewhat_aligned,somewhat_more_focused,silencing_notifications;taking_breaks_exercise;using_apps_block_distractions,Start jobs early in the morning.,Agitated,age_45_54,man,employed_full_time,uk,somewhat,,,integrity
yes,more_than_30_minutes,colleagues_family_friends;email_messaging_apps;internal_thoughts_worries,sometimes,almost_always,rarely,somewhat_aligned,somewhat_more_focused,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,"Quiet my brain, reduce random thoughts.",Annoyed.,age_45_54,woman,employed_part_time,uk,somewhat,honesty,loyalty,kindness_compassion
yes,more_than_30_minutes,background_noise_environment;colleagues_family_friends;smartphone_notifications,rarely,sometimes,sometimes,somewhat_aligned,much_more_focused_energized,taking_breaks_exercise;working_in_quiet_spaces,To be able to manage background noise and activities.,Frustrated,age_45_54,woman,unemployed,uk,yes_definitely,honesty,,kindness_compassion
yes,5_10_minutes,email_messaging_apps;internal_thoughts_worries;social_media_scrolling,sometimes,often,often,neutral,somewhat_more_focused,scheduling_focus_time_timers;taking_breaks_exercise,time away from my phone,frustrated,age_35_44,woman,unemployed,uk,not_really,trust,honesty,
yes,more_than_30_minutes,email_messaging_apps;social_media_scrolling,rarely,often,sometimes,neutral,much_more_focused_energized,working_in_quiet_spaces,Trying to be more motivated,Apathetic,age_25_34,man,employed_full_time,uk,not_really,fairness,family,trust
yes,more_than_30_minutes,colleagues_family_friends;email_messaging_apps;smartphone_notifications,rarely,sometimes,sometimes,very_strongly_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,Have less people around me so that i have less interuptions,Annoyed,age_45_54,man,employed_full_time,uk,yes_definitely,kindness_compassion,kindness_compassion,
yes,21_30_minutes,email_messaging_apps;internal_thoughts_worries;smartphone_notifications,rarely,often,often,neutral,neutral,silencing_notifications;taking_breaks_exercise,Cure my ADHD,Lost,age_45_54,man,self_employed,uk,not_at_all,honesty,,
yes,11_20_minutes,other,sometimes,often,sometimes,somewhat_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;taking_breaks_exercise;working_in_quiet_spaces,have my exercise rings on pause on my apple watch,distracted,age_55_plus,woman,unemployed,uk,somewhat,,fairness,fairness
yes,more_than_30_minutes,background_noise_environment,rarely,rarely,rarely,very_strongly_aligned,somewhat_more_focused,taking_breaks_exercise;working_in_quiet_spaces,a private home office away from home (I work remotely),annoyed,age_45_54,man,employed_full_time,us,somewhat,,loyalty,integrity
yes,11_20_minutes,email_messaging_apps;internal_thoughts_worries;smartphone_notifications,often,often,sometimes,neutral,somewhat_more_focused,aligning_tasks_with_priorities_values;silencing_notifications;taking_breaks_exercise,"I wish I could control my overthinking more, I'm often thinking about several things at the same time.",I often feel frustrated,age_25_34,man,unemployed,uk,somewhat,,kindness_compassion,
yes,more_than_30_minutes,colleagues_family_friends,never,rarely,rarely,somewhat_aligned,neutral,working_in_quiet_spaces,unsure,indifferent,age_45_54,man,employed_full_time,uk,not_really,,,family
yes,11_20_minutes,background_noise_environment;colleagues_family_friends;smartphone_notifications,often,almost_always,almost_always,somewhat_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;scheduling_focus_time_timers;silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,To have less distractions when necessary.,Aggravated,age_35_44,woman,other,us,yes_definitely,honesty,integrity,
yes,11_20_minutes,email_messaging_apps;internal_thoughts_worries;multitasking_switching_tasks,often,often,often,neutral,much_more_focused_energized,taking_breaks_exercise,A quieter more peaceful work environment,Frustrated,age_45_54,man,self_employed,uk,somewhat,kindness_compassion,honesty,
yes,less_than_5_minutes,internal_thoughts_worries,almost_always,sometimes,sometimes,somewhat_misaligned,neutral,working_in_quiet_spaces,Medicate adhd,Frustrated,age_45_54,man,employed_full_time,uk,yes_definitely,trust,,kindness_compassion
yes,21_30_minutes,multitasking_switching_tasks,rarely,sometimes,rarely,somewhat_aligned,neutral,taking_breaks_exercise;working_in_quiet_spaces,That work colleagues would just leave me alone. I get so many notifications and questions from work (SAP support for a finance department in a large organisation).,annoyed,age_45_54,man,employed_full_time,uk,somewhat,honesty,integrity,
yes,more_than_30_minutes,background_noise_environment;internal_thoughts_worries,often,often,sometimes,neutral,somewhat_more_focused,aligning_tasks_with_priorities_values,less noise outside,frustrated,age_45_54,man,unemployed,uk,yes_definitely,loyalty,,
yes,21_30_minutes,background_noise_environment;colleagues_family_friends,sometimes,sometimes,sometimes,somewhat_aligned,much_more_focused_energized,scheduling_focus_time_timers;working_in_quiet_spaces,Working in a quiet location,Frustrated,age_55_plus,man,employed_full_time,uk,yes_definitely,,,
yes,21_30_minutes,colleagues_family_friends;smartphone_notifications,rarely,almost_always,sometimes,somewhat_aligned,somewhat_more_focused,aligning_tasks_with_priorities_values;taking_breaks_exercise;working_in_quiet_spaces,To get better quality sleep.,Frustrated,age_45_54,woman,self_employed,uk,somewhat,honesty,,
